customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,Region,ProfitabilityScore,CPI,CLV
9840-Dvndc,Male,0,No,No,6,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),80.5,463.05,Yes,Singapore,Asia,25.27,0.12635,386.40000000000003
1089-Xzwhh,Female,0,Yes,Yes,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.7,494.05,No,UK,Europe,20.02,0.2002,567.3599999999999
2325-Wines,Female,0,No,No,32,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),104.05,3416.85,No,Australia,Oceania,55.87,0.5587,3995.5199999999995
6064-Zatlr,Female,0,No,No,27,Yes,No,Dsl,Yes,Yes,No,No,No,No,Two Year,No,Bank Transfer (Automatic),52.85,1498.65,No,UK,Europe,33.53,0.3353,1712.34
3096-Jrdso,Female,1,Yes,No,27,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),104.3,2867.75,Yes,Singapore,Asia,51.26,0.2563,2252.88
7824-Pansq,Male,0,No,No,58,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),80.65,4807.35,No,Singapore,Asia,69.2,0.6920000000000001,5613.240000000001
8042-Jvnfh,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,71.35,71.35,Yes,Singapore,Asia,18.83,0.09415,57.08
9648-Bchkm,Female,0,Yes,Yes,18,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),24.65,471.35,No,USA,North America,17.86,0.17859999999999998,532.4399999999999
2888-Adfao,Female,0,Yes,Yes,47,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),21.3,1041.8,No,Canada,North America,35.09,0.35090000000000005,1201.32
8707-Hoedg,Female,0,Yes,Yes,70,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,110.2,7689.8,No,UK,Europe,93.29,0.9329000000000001,9256.8
3374-Lxdev,Female,0,No,No,13,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,89.4,1132.35,Yes,Canada,North America,33.72,0.1686,929.7600000000001
4072-Ipylt,Female,0,Yes,Yes,36,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),51.05,1815.0,No,Canada,North America,39.17,0.3917,2205.3599999999997
7167-Pceyd,Male,0,No,No,67,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.8,1311.3,No,Australia,Oceania,46.75,0.4675,1591.92
4936-Ypjnk,Female,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.9,199.45,No,Singapore,Asia,11.27,0.1127,238.79999999999998
1580-Bmcmr,Male,1,No,No,19,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,87.3,1637.3,No,USA,North America,38.27,0.38270000000000004,1990.44
4817-Keqsp,Female,0,Yes,Yes,71,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.85,1326.35,No,Australia,Oceania,49.04,0.4904,1691.22
6408-Whtef,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,89.4,6376.55,No,India,Asia,84.61,0.8461,7724.16
9251-Awqgt,Female,0,Yes,Yes,48,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.0,935.9,No,USA,North America,34.95,0.34950000000000003,1152.0
8749-Cljxc,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.05,20.05,No,Canada,North America,5.69,0.056900000000000006,24.06
7989-Vcqoh,Male,0,Yes,Yes,18,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,83.25,1611.15,No,USA,North America,36.6,0.366,1798.2
5049-Glyvg,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.6,20.6,Yes,Singapore,Asia,5.83,0.02915,16.48
4199-Qhjnm,Male,1,Yes,No,67,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),102.9,6989.7,No,India,Asia,87.36,0.8736,8273.16
8882-Tlvrw,Male,0,Yes,Yes,69,No,No Phone Service,Dsl,Yes,No,Yes,Yes,No,No,Two Year,No,Mailed Check,39.1,2779.5,No,Singapore,Asia,57.81,0.5781000000000001,3237.48
5883-Gtgvd,Male,0,No,No,19,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.95,1931.75,Yes,India,Asia,42.48,0.21239999999999998,1519.24
5135-Grqjv,Male,1,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,No,Australia,Oceania,97.71,0.9771,9892.8
2384-Ovpsa,Female,1,No,No,38,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.2,735.9,No,Canada,North America,28.76,0.2876,921.12
1371-Wepds,Male,1,Yes,No,40,Yes,No,Dsl,No,No,No,No,No,Yes,One Year,No,Electronic Check,55.8,2283.3,No,India,Asia,44.21,0.4421,2678.4
3580-Gicbm,Female,0,Yes,Yes,61,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.2,1445.2,No,India,Asia,44.99,0.4499,1771.44
4817-Qrjsx,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),81.0,818.05,Yes,India,Asia,28.84,0.1442,648.0
9730-Drtmj,Male,0,Yes,No,32,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),72.8,2333.05,No,USA,North America,44.23,0.44229999999999997,2795.52
4686-Uxdml,Female,0,No,No,21,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),99.85,1992.55,No,Australia,Oceania,43.77,0.43770000000000003,2516.22
3349-Anqnh,Female,1,No,No,59,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,99.5,5890.0,No,USA,North America,78.26,0.7826000000000001,7044.599999999999
2398-Ypmur,Female,1,Yes,No,13,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.15,916.75,Yes,Canada,North America,28.11,0.14055,729.5600000000001
0932-Yixyu,Female,0,No,No,47,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.25,1029.8,No,India,Asia,34.78,0.3478,1142.1
7480-Splef,Male,0,Yes,Yes,69,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),26.0,1796.55,No,Australia,Oceania,51.11,0.5111,2152.7999999999997
7636-Xuhww,Male,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),19.9,33.7,No,Australia,Oceania,6.25,0.0625,47.76
1431-Cywmh,Female,0,Yes,Yes,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),19.05,454.05,No,UK,Europe,18.6,0.18600000000000003,502.92
5937-Eorgb,Male,1,Yes,No,15,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,96.5,1392.25,No,Canada,North America,37.52,0.37520000000000003,1737.0
6349-Jdhqp,Female,0,No,No,53,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.85,1049.6,No,Australia,Oceania,38.08,0.38079999999999997,1262.4600000000003
5539-Hivak,Female,1,Yes,No,28,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,25.7,734.6,No,India,Asia,24.59,0.2459,863.52
5847-Mxbeo,Male,0,No,No,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.3,475.1,No,India,Asia,18.99,0.18989999999999999,535.92
9985-Mwvix,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.15,70.15,Yes,Australia,Oceania,18.52,0.0926,56.120000000000005
4583-Parnh,Male,1,Yes,No,16,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,91.55,1540.05,No,USA,North America,37.34,0.3734,1757.76
1116-Fryvh,Female,0,Yes,Yes,48,No,No Phone Service,Dsl,Yes,Yes,No,Yes,No,No,Two Year,No,Mailed Check,39.4,1978.65,No,Canada,North America,43.46,0.4346,2269.4399999999996
1421-Hcerk,Male,1,Yes,No,30,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),105.7,3181.8,No,India,Asia,54.36,0.5436,3805.2
9633-Xqabv,Female,0,No,No,3,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.25,229.7,No,Australia,Oceania,20.21,0.2021,252.89999999999998
0716-Bqndx,Male,1,No,No,57,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Two Year,No,Electronic Check,93.75,5625.55,No,India,Asia,74.78,0.7478,6412.5
1265-Xtecc,Female,1,Yes,No,68,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),96.55,6581.9,Yes,Australia,Oceania,84.91,0.42455,5252.32
1183-Canvh,Female,0,Yes,No,23,Yes,No,Dsl,No,No,No,Yes,Yes,No,One Year,No,Bank Transfer (Automatic),60.0,1347.15,No,Canada,North America,32.59,0.3259,1656.0
1972-Xmuwv,Female,0,Yes,No,65,Yes,No,Dsl,No,No,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),59.8,3808.2,No,Australia,Oceania,64.37,0.6437,4664.4
8679-Lzbmd,Male,0,Yes,No,44,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),90.65,3974.15,No,UK,Europe,61.07,0.6107,4786.320000000001
3407-Jmjqq,Female,0,Yes,Yes,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),109.0,7661.8,No,Australia,Oceania,93.45,0.9345,9286.8
6252-Dfgtk,Female,0,Yes,No,37,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card (Automatic),68.1,2479.25,No,Australia,Oceania,46.32,0.4632,3023.64
1539-Lnkhm,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.4,266.6,No,Canada,North America,12.74,0.1274,293.76
8645-Komjq,Male,0,Yes,Yes,69,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),81.95,5601.4,No,Australia,Oceania,78.39,0.7839,6785.46
0289-Ivarm,Female,0,No,No,35,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,60.55,1982.6,No,Canada,North America,41.59,0.41590000000000005,2543.1
9761-Xujwd,Male,0,No,No,5,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),65.6,339.9,No,UK,Europe,20.52,0.2052,393.59999999999997
4057-Fkczk,Male,0,Yes,Yes,58,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Two Year,No,Bank Transfer (Automatic),82.5,4828.05,No,Canada,North America,69.74,0.6973999999999999,5742.0
4291-Tpnfg,Male,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),82.3,5980.55,No,India,Asia,81.45,0.8145,7110.719999999999
6087-Ypwho,Male,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Mailed Check,68.15,4808.7,No,Canada,North America,73.83,0.7383,5888.16
3090-Qfuvd,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.3,20.3,No,UK,Europe,5.75,0.0575,24.36
2237-Zfsmy,Female,0,No,No,39,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Electronic Check,95.55,3692.85,Yes,Singapore,Asia,58.56,0.2928,2981.16
1722-Ldzjs,Male,0,Yes,Yes,53,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),20.2,1068.15,No,Australia,Oceania,38.24,0.3824,1284.7199999999998
1818-Esqmw,Female,0,No,No,27,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,89.2,2383.6,No,Canada,North America,45.77,0.45770000000000005,2890.08
4871-Jtkjf,Female,1,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.65,69.65,Yes,Australia,Oceania,18.39,0.09195,55.720000000000006
1415-Yfwlt,Female,1,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,89.3,89.3,Yes,USA,North America,23.42,0.11710000000000001,71.44
7401-Rubnk,Female,0,Yes,No,18,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,74.8,1438.05,No,India,Asia,33.86,0.3386,1615.6799999999998
0506-Ylvkj,Male,0,Yes,Yes,46,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,20.2,917.45,No,India,Asia,33.83,0.3383,1115.04
8661-Boynw,Female,0,Yes,No,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),84.4,6096.45,No,USA,North America,82.38,0.8238,7292.16
6711-Vtnre,Female,0,No,No,36,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,87.55,3078.1,Yes,USA,North America,52.75,0.26375,2521.44
4815-Gbtcd,Female,0,Yes,No,4,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,25.15,99.95,No,Canada,North America,8.92,0.0892,120.71999999999998
2805-Aufqn,Female,0,No,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.8,475.2,No,USA,North America,20.53,0.2053,594.0
0980-Pvmrc,Female,0,Yes,Yes,40,No,No Phone Service,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,50.85,2036.55,No,Singapore,Asia,42.1,0.42100000000000004,2440.7999999999997
7233-Drtrf,Male,0,Yes,No,63,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,102.4,6444.05,No,Australia,Oceania,83.13,0.8312999999999999,7741.4400000000005
3500-Rmzlt,Female,1,No,No,15,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,96.3,1426.75,Yes,Australia,Oceania,37.59,0.18795,1155.6000000000001
3873-Nftgi,Male,0,No,No,14,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),55.5,767.55,No,UK,Europe,24.45,0.2445,932.4
1162-Ecvii,Male,1,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),109.75,7932.5,No,USA,North America,95.13,0.9512999999999999,9482.4
7048-Gxday,Male,0,No,No,39,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.4,4040.65,No,USA,North America,62.5,0.625,4979.52
8571-Zcmcx,Female,0,Yes,Yes,47,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),60.0,2768.65,No,Singapore,Asia,50.83,0.5083,3384.0
1169-Wcvak,Male,0,Yes,No,19,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),88.8,1672.35,No,India,Asia,38.77,0.38770000000000004,2024.6399999999999
4548-Sdbke,Female,0,No,No,5,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.2,474.8,Yes,India,Asia,25.94,0.1297,340.8
8066-Poxgx,Female,0,No,No,13,No,No Phone Service,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,35.1,446.1,Yes,Australia,Oceania,17.63,0.08814999999999999,365.04
7129-Cakjw,Female,0,No,No,17,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),80.05,1345.65,No,Australia,Oceania,34.32,0.3432,1633.0199999999998
8695-Argxz,Male,1,Yes,No,34,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.55,2425.4,No,Canada,North America,46.35,0.4635,3082.4399999999996
3570-Yuekj,Female,0,No,No,42,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.55,2077.95,No,Singapore,Asia,43.03,0.4303,2497.3199999999997
4143-Oobwz,Male,0,Yes,No,5,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.3,416.3,Yes,UK,Europe,24.75,0.12375,325.20000000000005
1555-Hapsu,Female,0,Yes,Yes,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),23.9,1663.5,No,UK,Europe,51.23,0.5123,2036.2799999999997
1697-Nvvgy,Male,1,Yes,No,19,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),66.4,1286.05,No,Singapore,Asia,31.77,0.3177,1513.92
7854-Ektjl,Female,0,No,Yes,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,19.6,35.85,Yes,UK,Europe,6.19,0.030950000000000002,31.360000000000003
8464-Eetcq,Male,0,No,No,57,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),18.8,1094.35,No,India,Asia,40.2,0.402,1285.92
2419-Fsors,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,108.4,7719.5,No,UK,Europe,94.05,0.9405,9365.76
8132-Ypvbx,Female,0,No,No,6,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,85.95,514.6,No,UK,Europe,26.82,0.2682,618.84
9102-Iayht,Female,0,Yes,Yes,17,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.45,1451.6,Yes,Singapore,Asia,36.05,0.18025,1162.1200000000001
6754-Lzuka,Male,0,Yes,No,61,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),80.9,4932.5,No,Singapore,Asia,71.37,0.7137,5921.88
3422-Lyepq,Male,0,Yes,Yes,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71.0,71.0,Yes,UK,Europe,18.74,0.09369999999999999,56.800000000000004
8099-Mzpuj,Male,0,Yes,Yes,48,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),111.8,5443.65,No,USA,North America,73.71,0.7371,6439.679999999999
0787-Lhdyt,Male,0,No,No,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.6,330.25,No,Singapore,Asia,15.23,0.1523,395.52000000000004
2642-Dtvco,Male,1,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.05,746.5,Yes,Canada,North America,29.06,0.14529999999999998,612.36
0374-Ioegq,Female,0,No,No,3,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,44.6,122.7,No,Canada,North America,13.36,0.1336,160.56
4361-Jeivl,Male,0,No,Yes,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.4,44.4,Yes,India,Asia,11.93,0.05965,35.52
3197-Nnynb,Male,0,No,No,65,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card (Automatic),105.1,6631.85,No,UK,Europe,85.57,0.8556999999999999,8197.8
3396-Dkdel,Female,0,Yes,Yes,70,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),115.15,8250.0,No,USA,North America,96.48,0.9648,9672.6
1752-Ozxfy,Male,0,Yes,No,60,Yes,No,Dsl,Yes,No,No,No,Yes,No,One Year,Yes,Mailed Check,59.8,3561.15,No,India,Asia,60.74,0.6074,4305.599999999999
9066-Qrsdu,Female,0,Yes,No,69,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,26.3,1763.55,No,UK,Europe,51.07,0.5107,2177.64
9112-Wsnpu,Female,1,No,No,35,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,70.55,2419.0,No,Singapore,Asia,45.62,0.4562,2963.1
9867-Nnxlc,Female,0,No,No,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.05,470.2,No,Canada,North America,18.91,0.1891,529.32
5321-Ntrkc,Male,0,Yes,Yes,66,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),79.85,5234.95,No,Australia,Oceania,74.92,0.7492,6324.119999999999
1363-Txlsl,Male,1,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.3,70.3,Yes,USA,North America,18.56,0.0928,56.24
9507-Exltt,Female,0,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.35,79.35,Yes,Australia,Oceania,20.88,0.10439999999999999,63.48
3161-Getrm,Male,0,Yes,Yes,34,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),90.05,3097.0,No,Canada,North America,52.34,0.5234000000000001,3674.0399999999995
0402-Oamen,Female,0,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.45,1709.1,No,Australia,Oceania,52.08,0.5207999999999999,2112.4799999999996
6933-Vlyfx,Male,0,Yes,Yes,31,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Electronic Check,59.95,1848.8,No,Singapore,Asia,38.75,0.3875,2230.14
6754-Wkshp,Male,0,No,Yes,30,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),25.35,723.3,No,UK,Europe,25.57,0.2557,912.6
9846-Gkxas,Female,0,No,No,9,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),90.8,809.75,Yes,Singapore,Asia,30.74,0.1537,653.76
6017-Pplpx,Male,0,Yes,Yes,20,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.45,1470.95,Yes,Australia,Oceania,33.99,0.16995000000000002,1127.2
4976-Lnfvv,Male,1,Yes,No,19,No,No Phone Service,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),34.3,577.15,No,Singapore,Asia,21.21,0.2121,782.0399999999998
5055-Mgmgf,Female,0,Yes,No,65,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.05,6914.95,No,Canada,North America,86.54,0.8654000000000001,8193.9
4641-Frolu,Female,0,Yes,Yes,30,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.3,602.9,No,USA,North America,23.63,0.23629999999999998,694.8
2862-Jveoy,Male,0,No,No,6,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.15,124.4,No,Singapore,Asia,8.6,0.086,137.88
2969-Qwubz,Female,0,No,No,2,No,No Phone Service,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,51.4,96.8,No,Canada,North America,14.43,0.14429999999999998,123.35999999999999
9822-Biign,Male,0,Yes,Yes,53,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,71.85,3827.9,No,USA,North America,60.82,0.6082,4569.66
2077-Mpjqo,Male,1,Yes,No,7,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.4,533.05,No,UK,Europe,24.78,0.24780000000000002,633.36
1534-Oulxe,Female,0,Yes,Yes,61,Yes,No,Dsl,Yes,No,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),49.7,2961.4,No,Australia,Oceania,56.67,0.5667,3638.0400000000004
